"resolved_name;gametophytic;sporophytic;parsed n"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;;10;5"
"Fimbristylis schoenoides;5;;"
"Fimbristylis schoenoides;5;;"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;;5"
"Fimbristylis schoenoides;5;10;5"
"Fimbristylis schoenoides;5;10;5"
"Fimbristylis sericea;;44;"
"Fimbristylis sericea;;44;22"
"Fimbristylis sericea;;44;22"
"Fimbristylis sericea;;44;22"
"Fimbristylis sericea;;44;22"
"Fimbristylis sieboldii var anpinensis;;10;5"
"Fimbristylis spadicea;;20;10"
"Fimbristylis spadicea;10;;10"
"Fimbristylis spadicea;10;;10"
"Fimbristylis spadicea;10;;10"
"Fimbristylis spadicea;10;;10"
"Fimbristylis spadicea;10;20;10"
"Fimbristylis spadicea;10;20;10"
"Fimbristylis spathacea;;40;"
"Fimbristylis squarrosa var esquarrosa;;24;12"
"Fimbristylis squarrosa var esquarrosa;;24;12"
"Fimbristylis squarrosa;;10;5"
"Fimbristylis squarrosa;;20;10"
"Fimbristylis squarrosa;;20;10"
"Fimbristylis squarrosa;;20;10"
"Fimbristylis squarrosa;;24;12"
"Fimbristylis squarrosa;;24;12"
"Fimbristylis squarrosa;;24;12"
"Fimbristylis squarrosa;;40;20"
"Fimbristylis squarrosa;10;;"
"Fimbristylis squarrosa;10;;"
"Fimbristylis squarrosa;10;;10"
"Fimbristylis squarrosa;10;;10"
"Fimbristylis squarrosa;10;;10"
"Fimbristylis squarrosa;10;;10"
"Fimbristylis squarrosa;10;;10"
"Fimbristylis squarrosa;10;;10"
"Fimbristylis squarrosa;15;;15"
"Fimbristylis squarrosa;15;;15"
"Fimbristylis squarrosa;5;;5"
"Fimbristylis squarrosa;5;;5"
"Fimbristylis subbispicata;;10;"
"Fimbristylis subbispicata;;10;"
"Fimbristylis subbispicata;5;;"
"Fimbristylis tenera;;40;20"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tenera;20;;20"
"Fimbristylis tetragona;;10;"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;10;5"
"Fimbristylis tetragona;;20;10"
"Fimbristylis tetragona;10;;10"
"Fimbristylis tetragona;10;;10"
"Fimbristylis tetragona;5;;5"
"Fimbristylis tetragona;5;;5"
"Fimbristylis thermalis;;20;10"
"Fimbristylis thermalis;10;;10"
"Fimbristylis tomentosa;;10;"
"Fimbristylis triflora;;10;5"
"Fimbristylis triflora;5;;5"
"Fimbristylis tristachya var subbispicata;;10;5"
"Fimbristylis tristachya var subbispicata;;10;5"
"Fimbristylis tristachya var subbispicata;;10;5"
"Fimbristylis tristachya var subbispicata;;10;5"
"Fimbristylis tristachya var subbispicata;;10;5"
"Fimbristylis tristachya var subbispicata;5;;5"
"Fimbristylis tristachya var subbispicata;5;;5"
"Fimbristylis tristachya;;10;5"
"Fimbristylis tristachya;5;;5"
"Fimbristylis tristachya;5;;5"
"Fimbristylis tristachya;5;;5"
"Fimbristylis uliginosa;;26;"
"Fimbristylis uliginosa;;26;13"
"Fimbristylis umbellaris;;10;5"
"Fimbristylis umbellaris;;6;3"
"Fimbristylis umbellaris;;6;3"
"Fimbristylis umbellaris;;6;3"
"Fimbristylis umbellaris;;6;3"
"Fimbristylis umbellaris;;6;3"
"Fimbristylis umbellaris;;6;3"
"Fimbristylis umbellaris;3;;"
"Fimbristylis umbellaris;3;;"
"Fimbristylis umbellaris;3;;3"
"Fimbristylis umbellaris;3;;3"
"Fimbristylis umbellaris;3;;3"
"Fimbristylis umbellaris;3;;3"
"Fimbristylis umbellaris;3;;3"
"Fimbristylis umbellaris;5;;5"
"Fimbristylis umbellaris;5;;5"
"Fimbristylis vahlii;;10;5"
"Fimbristylis vahlii;;20;10"
"Fimbristylis vahlii;10;;10"
"Fimbristylis velata;;24;"
"Fimbristylis verrucifera;;10;"
"Fimbristylis verrucifera;;10;"
"Fimbristylis woodrowii;;10;5"
"Fimbristylis woodrowii;;10;5"
"Fimbristylis woodrowii;;6;3"
"Fimbristylis woodrowii;3;6;"
"Fimbristylis woodrowii;3;6;3"
"Fimbristylis woodrowii;3;6;3"
"Fimbristylis woodrowii;5;;"
"Fimbristylis woodrowii;5;;5"
"Fimbristylis woodrowii;5;;5"
"Fuirena breviseta;;46;23"
"Fuirena bushii;;46;23"
"Fuirena ciliaris;;38;"
"Fuirena ciliaris;;38;19"
"Fuirena ciliaris;;38;19"
"Fuirena ciliaris;;38;19"
"Fuirena ciliaris;;38;19"
"Fuirena ciliaris;;38;19"
"Fuirena ciliaris;19;;"
"Fuirena ciliaris;19;;19"
"Fuirena ciliaris;19;;19"
"Fuirena ciliaris;19;;19"
"Fuirena ciliaris;19;;19"
"Fuirena ciliaris;19;;19"
"Fuirena cuspidata;;38;19"
"Fuirena cuspidata;;38;19"
"Fuirena longa;;46;23"
"Fuirena pumila;;46;"
"Fuirena pumila;;46;23"
"Fuirena pumila;;46;23"
"Fuirena pumila;;46;23"
"Fuirena scirpoidea;;46;23"
"Fuirena simplex;;30;15"
"Fuirena squarrosa;;46;23"
"Fuirena trilobites;;38;"
"Fuirena trilobites;;38;19"
"Fuirena trilobites;;38;19"
"Fuirena trilobites;;38;19"
"Fuirena trilobites;;38;19"
"Fuirena trilobites;;38;19"
"Fuirena trilobites;;38;19"
"Fuirena umbellata;;48,52;24, 26"
"Fuirena umbellata;;48;"
"Fuirena umbellata;;48;24"
"Fuirena umbellata;;48;24"
"Fuirena umbellata;;48;24"
"Fuirena umbellata;;52;26"
"Fuirena umbellata;26;;"
"Fuirena umbellata;26;;26"
"Fuirena umbellata;26;;26"
"Fuirena umbellata;26;;26"
"Fuirena uncinata;;36;18"
"Fuirena uncinata;;36;18"
"Fuirena uncinata;;36;18"
"Fuirena uncinata;;36;18"
"Fuirena uncinata;;36;18"
"Fuirena uncinata;18;;18"
"Fuirena uncinata;18;;18"
"Fuirena uncinata;18;;18"
"Fuirena uncinata;18;;18"
"Gahnia aspera subsp globosa;;80;40"
"Gahnia beecheyi;;ca. 96;48"
"Gahnia setifolia;;100;50"
"Hemicarpha micrantha var drummondii;27;;"
"Holoschoenus vulgaris;;168;"
"Holoschoenus vulgaris;;26, 128;"
"Isolepis aucklandica;;42;21"
"Isolepis aucklandica;;42;21"
"Isolepis aucklandica;21;42;21"
"Isolepis cernua;;30;15"
"Isolepis cernua;;31, 37, 60;30"
"Isolepis cernua;;31;"
"Isolepis cernua;;31;"
"Isolepis cernua;;31;"
"Isolepis cernua;;37;"
"Isolepis cernua;;37;"
"Isolepis cernua;;37;"
"Isolepis cernua;;48, 60;24, 30"
"Isolepis cernua;;54;"
"Isolepis cernua;;54;27"
"Isolepis cernua;;54;27"
"Isolepis cernua;;60;30"
"Isolepis cernua;;60;30"
"Isolepis cernua;;60;30"
"Isolepis cernua;;74;37"
"Isolepis cernua;30;;30"
"Isolepis cernua;30;;30"
"Isolepis cernua;30;;30"
"Isolepis cernua;30;;30"
"Isolepis crassiuscula;;c.64;32"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis fluitans;;60;30"
"Isolepis prolifera;;c.66;"
"Isolepis prolifera;;c.66;33"
"Isolepis setacea;;26, 28;13, 14"
"Isolepis setacea;;26,28;13, 14"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;26;13"
"Isolepis setacea;;28;"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;28;14"
"Isolepis setacea;;c.56;28"
"Isolepis setacea;;ca. 56;28"
"Isolepis setacea;;ca.56;28"
"Isolepis setacea;13;;13"
"Isolepis setacea;13;;13"
"Isolepis setacea;13;;13"
"Isolepis setacea;14;;"
"Isolepis setacea;14;;14"
"Isolepis setacea;14;;14"
"Isolepis setacea;14;;14"
"Isolepis setacea;14;;14"
"Isolepis setacea;14;;14"
"Isolepis setacea;14;28;14"
"Kobresia bellardii;;56;"
"Kobresia bellardii;;58;"
"Kobresia bellardii;;ca.36;"
"Kobresia filifolia;;c.60;"
"Kobresia filifolia;;c.60;30"
"Kobresia filifolia;;ca. 60;30"
"Kobresia fragilis;;58;29"
"Kobresia myosuroides;;52,56;26, 28"
"Kobresia myosuroides;;52;26"
"Kobresia myosuroides;;52-59;26"
"Kobresia myosuroides;;56;28"
"Kobresia myosuroides;;56;28"
"Kobresia myosuroides;;56;28"
"Kobresia myosuroides;;58;"
"Kobresia myosuroides;;58;"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;58;29"
"Kobresia myosuroides;;60;30"
"Kobresia myosuroides;;60;30"
"Kobresia myosuroides;;76;38"
"Kobresia myosuroides;;c.56;28"
"Kobresia myosuroides;;ca. 36;18"
"Kobresia myosuroides;;ca. 56;28"
"Kobresia myosuroides;;ca.36;18"
"Kobresia myosuroides;29;58;29"
"Kobresia myosuroides;29;58;29"
"Kobresia nepalensis;;c.122;"
"Kobresia nepalensis;;c.122;61"
"Kobresia royleana;;80;40"
"Kobresia royleana;40;;"
"Kobresia royleana;40;;"
"Kobresia royleana;40;;40"
"Kobresia royleana;40;;40"
"Kobresia royleana;40;;40"
"Kobresia royleana;40;;40"
"Kobresia royleana;40;;40"
"Kobresia royleana;40;;40"
"Kobresia schoenoides;;32;16"
"Kobresia schoenoides;;32;16"
"Kobresia schoenoides;;32;16"
"Kobresia sibirica;;58;29"
"Kobresia sibirica;;58;29"
"Kobresia sibirica;;58;29"
"Kobresia sibirica;;58;29"
"Kobresia sibirica;;58;29"
"Kobresia sibirica;;58;29"
"Kobresia sibirica;;62;"
"Kobresia sibirica;;62;31"
"Kobresia sibirica;;62;31"
"Kobresia sibirica;;c.54;27"
"Kobresia sibirica;;ca. 54;27"
"Kobresia simpliciuscula;;""72-76"";36, 38"
"Kobresia simpliciuscula;;58, 60;29, 30"
"Kobresia simpliciuscula;;58;29"
"Kobresia simpliciuscula;;60;30"
"Kobresia simpliciuscula;;64;32"
"Kobresia simpliciuscula;;70;35"
"Kobresia simpliciuscula;;72, 76;36, 38"
"Kobresia simpliciuscula;;72;36"
"Kobresia simpliciuscula;;72;36"
"Kobresia simpliciuscula;;7276;"
"Kobresia simpliciuscula;;76;"
"Kobresia simpliciuscula;;76;"
"Kobresia simpliciuscula;;76;"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;;76;38"
"Kobresia simpliciuscula;38;76;38"
"Kobresia simpliciuscula;38;76;38"
"Kobresia simpliciuscula;c. 37;c.70-75;37"
"Kobresia simpliciuscula;ca. 37;ca. 7075;37"
"Kyllinga brevifolia;;116;58"
"Kyllinga brevifolia;;120;60"
"Kyllinga brevifolia;;120;60"
"Kyllinga brevifolia;;120;60"
"Kyllinga brevifolia;;126;63"
"Kyllinga brevifolia;;18;9"
"Kyllinga brevifolia;;32;16"
"Kyllinga brevifolia;;32;16"
"Kyllinga brevifolia;;72;36"
"Kyllinga brevifolia;43, 58, 60;;43, 58, 60"
"Kyllinga brevifolia;60, 62;;60, 62"
"Kyllinga brevifolia;60;;60"
"Kyllinga brevifolia;60;;60"
"Kyllinga brevifolia;60;;60"
"Kyllinga brevifolia;60;120;"
"Kyllinga brevifolia;60;120;60"
"Kyllinga brevifolia;60;120;60"
"Kyllinga brevifolia;63;;"
"Kyllinga brevifolia;63;;63"
"Kyllinga brevifolia;63;;63"
"Kyllinga brevifolia;86;;86"
"Kyllinga brevifolia;9;;"
"Kyllinga brevifolia;9;;9"
"Kyllinga bulbosa;;14;7"
"Kyllinga bulbosa;7;;"
"Kyllinga bulbosa;7;;7"
"Kyllinga erecta var africana;6,9;;"
"Kyllinga erecta var africana;6,9;;6, 9"
"Kyllinga erecta var erecta;12;;"
"Kyllinga erecta var polyphylla;18;;"
"Kyllinga erecta;12;;12"
"Kyllinga monocephala;62;;"
"Kyllinga nemoralis;;18;9"
"Kyllinga nemoralis;;42;21"
"Kyllinga nemoralis;9;;"
"Kyllinga nemoralis;9;;9"
"Kyllinga odorata subsp cylindrica;;112;56"
"Kyllinga odorata subsp cylindrica;56;;56"
"Kyllinga odorata;12;;"
"Kyllinga odorata;12;;12"
"Kyllinga odorata;12;;12"
"Kyllinga peruviana;9;;"
"Kyllinga polyphylla;18;;18"
"Kyllinga pumila;9;;"
"Kyllinga pumila;9;;9"
"Kyllinga Rottb.;51, 54, 58, 62;;"
"Kyllinga squamulata;;108;54"
"Kyllinga squamulata;;108;54"
"Kyllinga squamulata;;108;54"
"Kyllinga squamulata;;14;7"
"Kyllinga squamulata;;22;11"
"Kyllinga squamulata;;22;11"
"Kyllinga squamulata;;22;11"
"Kyllinga squamulata;54;;"
"Kyllinga squamulata;54;;54"
"Kyllinga squamulata;54;;54"
"Kyllinga squamulata;54;;54"
"Kyllinga squamulata;54;;54"
"Kyllinga squamulata;7;;"
"Kyllinga squamulata;7;;7"
"Kyllinga squamulata;7;;7"
"Kyllinga tenuifolia var ciliata;12;;12"
"Kyllinga tenuifolia var ciliata;12;;12"
"Kyllinga triceps;48;;"
"Kyllinga triceps;ca 62;;"
"Kyllinga vaginata;9;;9"
"Kyllinga vaginata;9;;9"
"Kyllinga welwitschii;12;;"
"Lepidosperma qunnii;108;;"
"Lepidosperma qunnii;108;;108"
"Lipocarpha argentea;;26;"
"Lipocarpha chinensis;;26;"
"Lipocarpha chinensis;;26;"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;26;13"
"Lipocarpha chinensis;;32;16"
"Lipocarpha chinensis;13;;"
"Lipocarpha chinensis;13;;13"
"Lipocarpha chinensis;13;;13"
"Lipocarpha chinensis;13;;13"
"Lipocarpha chinensis;16;;16"
"Lipocarpha chinensis;16;;16"
"Lipocarpha drummondii;27;;27"
"Lipocarpha drummondii;27;;27"
"Lipocarpha gracilis;;38;19"
"Lipocarpha gracilis;;38;19"
"Lipocarpha gracilis;;38;19"
"Lipocarpha gracilis;;58;29"
"Lipocarpha gracilis;;58;29"
"Lipocarpha gracilis;19;;19"
"Lipocarpha gracilis;19;;19"
"Lipocarpha gracilis;19;;19"
"Lipocarpha hemisphaerica;;30;15"
"Lipocarpha hemisphaerica;;30;15"
"Lipocarpha microcephala;;46;23"
"Lipocarpha microcephala;;46;23"
"Lipocarpha microcephala;;46;23"
"Lipocarpha microcephala;23;;"
"Lipocarpha microcephala;23;;23"
"Lipocarpha sphacelata;;38;"
"Lipocarpha sphacelata;;58;"
"Lipocarpha sphacelata;19;;"
"Lipocarpha sphacelata;19;;"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;;40;20"
"Lipocarpha squarrosa;20;;20"
"Lipocarpha squarrosa;20;;20"
"Lipocarpha squarrosa;20;;20"
"Lipocarpha squarrosa;20;;20"
"Lipocarpha squarrosa;20;;20"
"Lipocarpha squarrosa;20;;20"
"Lipocarpha squarrosa;20;;20"
"Lipocarpha squarrosa;20;;20"
"Machaerina angustifolia;;c.60;30"
"Machaerina angustifolia;;ca. 60;30"
"Machaerina articulata;;24;12"
"Machaerina articulata;;24;12"
"Machaerina complanata;;50;25"
"Machaerina complanata;;c.50;25"
"Machaerina mariscoides;;78;39"
"Machaerina sinclairii;;30;15"
"Machaerina sinclairii;;c.30;"
"Mariscus compactus;43;;"
"Mariscus dubius;;112;"
"Mariscus microcephalus;43;;"
"Mariscus paniceus;42;;"
"Mariscus paniceus;c.63;;"
"Mariscus squarrosus;54;;"
"Mariscus squarrosus;c.47;;"
"Mariscus umbilensis;;124;"
"Mariscus umbilensis;;124;62"
"Morelotia affinis;;46;"
"Morelotia affinis;;46;23"
"Morelotia affinis;;46;23"
"Oreobolus furcatus;;42;21"
"Oreobolus furcatus;;42;21"
"Oreobolus furcatus;;42;21"
"Oreobolus pectinatus;;38;19"
"Pleurostachys densefoliata;;10;"
"Pleurostachys densifoliata;;10;5"
"Pleurostachys gaudichaudii;;16;"
"Pleurostachys gaudichaudii;;16;8"
"Pleurostachys urvillei;;10;"
"Pleurostachys urvillei;;10;5"
"Pycreus bipartitus;;54;27"
"Pycreus bipartitus;;54;27"
"Pycreus capillaris;43;;"
"Pycreus diaphanus;;50;25"
"Pycreus filicinus;;42;21"
"Pycreus flavescens;;50;"
"Pycreus flavescens;;50;25"
"Pycreus flavescens;;50;25"
"Pycreus flavescens;;50;25"
"Pycreus flavescens;;50;25"
"Pycreus flavescens;;50;25"
"Pycreus flavescens;;70;35"
"Pycreus flavescens;;70;35"
"Pycreus flavescens;;70;35"
"Pycreus flavescens;49;;49"
"Pycreus flavidus;;80;40"
"Pycreus flavidus;;80;40"
"Pycreus flavidus;;80;40"
"Pycreus flavidus;;80;40"
"Pycreus flavidus;;86;43"
"Pycreus flavidus;;86;43"
"Pycreus flavidus;10;;10"
"Pycreus flavidus;10;;10"
"Pycreus flavidus;10;;10"
"Pycreus flavidus;10;;10"
"Pycreus flavidus;10;;10"
"Pycreus flavidus;10;;10"
"Pycreus flavidus;10II;;10"
"Pycreus flavidus;36, 40, 42, 44;;36, 40, 42, 44"
"Pycreus flavidus;36, 40, 42, 44;;36, 40, 42, 44"
"Pycreus flavidus;36, 40, 42, 44;;36, 40, 42, 44"
"Pycreus flavidus;36, 40, 42, 44;;36, 40, 42, 44"
"Pycreus flavidus;36, 40;;36, 40"
"Pycreus flavidus;36, 40;;36, 40"
"Pycreus flavidus;36;;36"
"Pycreus flavidus;36;;36"
"Pycreus flavidus;36;;36"
"Pycreus flavidus;36;;36"
"Pycreus flavidus;36;;36"
"Pycreus flavidus;36;;36"
"Pycreus flavidus;40;;40"
"Pycreus flavidus;40;;40"
"Pycreus flavidus;40;;40"
"Pycreus flavidus;40;;40"
"Pycreus flavidus;40;;40"
"Pycreus flavidus;40;;40"
"Pycreus flavidus;40;;40"
"Pycreus flavidus;43;;43"
"Pycreus flavidus;43;;43"
"Pycreus flavidus;43;;43"
"Pycreus flavidus;8;;8"
"Pycreus flavidus;8;;8"
"Pycreus flavidus;8;;8"
"Pycreus flavidus;8;;8"
"Pycreus flavidus;8;;8"
"Pycreus flavidus;8;;8"
"Pycreus flavidus;8;;8"
"Pycreus intactus;54;;54"
"Pycreus intactus;54;;54"
"Pycreus intactus;54;;54"
"Pycreus latovaginatus;;24;12"
"Pycreus latovaginatus;;24;12"
"Pycreus malabaricus;;18;9"
"Pycreus malabaricus;;18;9"
"Pycreus odoratus;;50;"
"Pycreus plumbeonucea;;22;11"
"Pycreus plumbeonucea;;22;11"
"Pycreus plumbeonucea;;22;11"
"Pycreus polystachyos;;106;53"
"Pycreus polystachyos;;50;25"
"Pycreus polystachyos;;50;25"
"Pycreus polystachyos;;96;"
"Pycreus polystachyos;;96;48"
"Pycreus polystachyos;;96;48"
"Pycreus polystachyos;;96;48"
"Pycreus polystachyos;;96;48"
"Pycreus polystachyos;;96;48"
"Pycreus polystachyos;;96;48"
"Pycreus polystachyos;49;;49"
"Pycreus pumilus;;54;27"
"Pycreus pumilus;;54;27"
"Pycreus pumilus;;54;27"
"Pycreus pumilus;;54;27"
"Pycreus pumilus;;54;27"
"Pycreus pumilus;;54;27"
"Pycreus pumilus;;76;38"
"Pycreus pumilus;;90;45"
"Pycreus pumilus;;90;45"
"Pycreus pumilus;;90;45"
"Pycreus pumilus;;94;47"
"Pycreus pumilus;;94;47"
"Pycreus pumilus;;94;47"
"Pycreus pumilus;;94;47"
"Pycreus pumilus;;94;47"
"Pycreus pumilus;45;;45"
"Pycreus pumilus;45;;45"
"Pycreus pumilus;45;;45"
"Pycreus pumilus;47;;47"
"Pycreus pumilus;47;;47"
"Pycreus pumilus;47;;47"
"Pycreus pumilus;47;;47"
"Pycreus puncticulatus;;10;5"
"Pycreus puncticulatus;;58;29"
"Pycreus puncticulatus;;60;30"
"Pycreus sanguinolentus;;48, 50;24, 25"
"Pycreus sanguinolentus;;48,5;24, 25"
"Pycreus sanguinolentus;;48;24"
"Pycreus sanguinolentus;;48;24"
"Pycreus sanguinolentus;;48;24"
"Pycreus sanguinolentus;;48;24"
"Pycreus sanguinolentus;;50;"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;;50;25"
"Pycreus sanguinolentus;24, 25;;24, 25"
"Pycreus sanguinolentus;24,25;;"
"Pycreus sanguinolentus;24,25;;24, 25"
"Pycreus sanguinolentus;24;;24"
"Pycreus sanguinolentus;24;;24"
"Pycreus sanguinolentus;24;;24"
"Pycreus sanguinolentus;24;;24"
"Pycreus sanguinolentus;24;25;24"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus sanguinolentus;25;;25"
"Pycreus stramineus;;42;21"
"Pycreus stramineus;;42;21"
"Pycreus stramineus;21;;21"
"Pycreus stramineus;21;;21"
"Pycreus stramineus;21;;21"
"Pycreus stramineus;21;;21"
"Pycreus stramineus;21;;21"
"Pycreus stramineus;21;;21"
"Queenslandiella hyalina;;112;56"
"Queenslandiella hyalina;56;;"
"Queenslandiella hyalina;56;;56"
"Queenslandiella hyalina;56;;56"
"Queenslandiella hyalina;56;;56"
"Rhynchospora alba;;26, 42;13, 21"
"Rhynchospora alba;;26;"
"Rhynchospora alba;;26;"
"Rhynchospora alba;;26;"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;26;13"
"Rhynchospora alba;;42;21"
"Rhynchospora alba;;42;21"
"Rhynchospora alba;;42;21"
"Rhynchospora alba;13;;13"
"Rhynchospora alba;13;;13"
"Rhynchospora alba;13;;13"
"Rhynchospora alba;13;;13"
"Rhynchospora albescens;10 &plusmn 2;;"
"Rhynchospora albescens;10 &plusmn;;"
"Rhynchospora albescens;10+/-2;;10"
"Rhynchospora albiceps;;20;"
"Rhynchospora albiceps;;20;10"
"Rhynchospora albiceps;;20;10"
"Rhynchospora armerioides;;10;"
"Rhynchospora armerioides;;10;5"
"Rhynchospora asperula;;18;9"
"Rhynchospora barbata;;10;"
"Rhynchospora barbata;;10;5"
"Rhynchospora barbata;;10;5"
"Rhynchospora barrosiana;;36;"
"Rhynchospora barrosiana;;36;18"
"Rhynchospora barrosiana;;36;18"
"Rhynchospora blepharophora;;40;20"
"Rhynchospora blepharophora;;40;20"
"Rhynchospora boninensis;;20;"
"Rhynchospora boninensis;;20;10"
"Rhynchospora brasiliensis;;c.36;"
"Rhynchospora brasiliensis;;c.36;18"
"Rhynchospora brevirostris;;10;"
"Rhynchospora brevirostris;;10;5"
"Rhynchospora brevirostris;;10;5"
"Rhynchospora breviuscula;;10;"
"Rhynchospora breviuscula;;10;5"
"Rhynchospora breviuscula;;10;5"
"Rhynchospora breviuscula;;10;5"
"Rhynchospora brownii subsp americana;;36;"
"Rhynchospora capillacea;;26;"
"Rhynchospora capillacea;;26;13"
"Rhynchospora capillacea;;26;13"
"Rhynchospora cephalotes;;18;"
"Rhynchospora cephalotes;;18;9"
"Rhynchospora cephalotes;;18;9"
"Rhynchospora cephalotes;7II+1III, 7II+1IV, 8II+1I, etc.;17, 18, 19;"
